Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total
Total;03 Asturias, Principado de;Total;2011;1.914,6
Total;03 Asturias, Principado de;Total;2010;1.897,3
Total;03 Asturias, Principado de;Total;2009;1.842,0
Total;03 Asturias, Principado de;Total;2008;1.747,8
Total;03 Asturias, Principado de;Total;2007;1.715,2
Total;03 Asturias, Principado de;Total;2006;1.578,3
Total;03 Asturias, Principado de;1;2024;670,8
Total;03 Asturias, Principado de;1;2023;654,1
Total;03 Asturias, Principado de;1;2022;626,7
Total;03 Asturias, Principado de;1;2021;545,6
Total;03 Asturias, Principado de;1;2020;494,1
Total;03 Asturias, Principado de;1;2019;559,5
Total;03 Asturias, Principado de;1;2018;492,6
Total;03 Asturias, Principado de;1;2017;483,1
Total;03 Asturias, Principado de;1;2016;472,1
Total;03 Asturias, Principado de;1;2015;426,8
Total;03 Asturias, Principado de;1;2014;370,3
Total;03 Asturias, Principado de;1;2013;390,1
Total;03 Asturias, Principado de;1;2012;403,7
Total;03 Asturias, Principado de;1;2011;450,4
Total;03 Asturias, Principado de;1;2010;514,6
Total;03 Asturias, Principado de;1;2009;491,1
Total;03 Asturias, Principado de;1;2008;504,4
Total;03 Asturias, Principado de;1;2007;483,8
Total;03 Asturias, Principado de;1;2006;446,0
Total;03 Asturias, Principado de;2;2024;1.291,2
Total;03 Asturias, Principado de;2;2023;1.206,6
Total;03 Asturias, Principado de;2;2022;1.125,7
Total;03 Asturias, Principado de;2;2021;1.036,6
Total;03 Asturias, Principado de;2;2020;1.022,1
Total;03 Asturias, Principado de;2;2019;980,3
Total;03 Asturias, Principado de;2;2018;912,1
Total;03 Asturias, Principado de;2;2017;841,9
Total;03 Asturias, Principado de;2;2016;851,5
Total;03 Asturias, Principado de;2;2015;837,3
Total;03 Asturias, Principado de;2;2014;797,3
Total;03 Asturias, Principado de;2;2013;794,7
Total;03 Asturias, Principado de;2;2012;841,2
Total;03 Asturias, Principado de;2;2011;859,7
Total;03 Asturias, Principado de;2;2010;903,5
Total;03 Asturias, Principado de;2;2009;889,2
Total;03 Asturias, Principado de;2;2008;899,2
Total;03 Asturias, Principado de;2;2007;858,1
Total;03 Asturias, Principado de;2;2006;796,1
Total;03 Asturias, Principado de;3;2024;1.483,9
Total;03 Asturias, Principado de;3;2023;1.426,7
Total;03 Asturias, Principado de;3;2022;1.339,0
Total;03 Asturias, Principado de;3;2021;1.250,6
Total;03 Asturias, Principado de;3;2020;1.242,7
Total;03 Asturias, Principado de;3;2019;1.225,4
Total;03 Asturias, Principado de;3;2018;1.151,4
Total;03 Asturias, Principado de;3;2017;1.119,3
Total;03 Asturias, Principado de;3;2016;1.126,8
Total;03 Asturias, Principado de;3;2015;1.088,8
Total;03 Asturias, Principado de;3;2014;1.088,1
Total;03 Asturias, Principado de;3;2013;1.099,0
Total;03 Asturias, Principado de;3;2012;1.129,1
Total;03 Asturias, Principado de;3;2011;1.123,8
Total;03 Asturias, Principado de;3;2010;1.147,4
Total;03 Asturias, Principado de;3;2009;1.119,0
Total;03 Asturias, Principado de;3;2008;1.116,4
Total;03 Asturias, Principado de;3;2007;1.059,3
Total;03 Asturias, Principado de;3;2006;1.013,8
Total;03 Asturias, Principado de;4;2024;1.682,8
Total;03 Asturias, Principado de;4;2023;1.622,7
Total;03 Asturias, Principado de;4;2022;1.524,8
Total;03 Asturias, Principado de;4;2021;1.454,3
Total;03 Asturias, Principado de;4;2020;1.430,4
Total;03 Asturias, Principado de;4;2019;1.412,8
Total;03 Asturias, Principado de;4;2018;1.349,6
Total;03 Asturias, Principado de;4;2017;1.315,2
Total;03 Asturias, Principado de;4;2016;1.320,2
Total;03 Asturias, Principado de;4;2015;1.301,9
Total;03 Asturias, Principado de;4;2014;1.312,8
Total;03 Asturias, Principado de;4;2013;1.315,9
Total;03 Asturias, Principado de;4;2012;1.333,9
Total;03 Asturias, Principado de;4;2011;1.322,9
Total;03 Asturias, Principado de;4;2010;1.314,1
Total;03 Asturias, Principado de;4;2009;1.284,3
Total;03 Asturias, Principado de;4;2008;1.260,3
Total;03 Asturias, Principado de;4;2007;1.192,6
Total;03 Asturias, Principado de;4;2006;1.138,6
Total;03 Asturias, Principado de;5;2024;1.895,7
Total;03 Asturias, Principado de;5;2023;1.829,3
Total;03 Asturias, Principado de;5;2022;1.705,0
Total;03 Asturias, Principado de;5;2021;1.665,8
Total;03 Asturias, Principado de;5;2020;1.613,1
Total;03 Asturias, Principado de;5;2019;1.589,0
Total;03 Asturias, Principado de;5;2018;1.552,3
Total;03 Asturias, Principado de;5;2017;1.502,7
Total;03 Asturias, Principado de;5;2016;1.503,5
Total;03 Asturias, Principado de;5;2015;1.494,3
Total;03 Asturias, Principado de;5;2014;1.506,1
Total;03 Asturias, Principado de;5;2013;1.505,3
Total;03 Asturias, Principado de;5;2012;1.507,2
Total;03 Asturias, Principado de;5;2011;1.483,6
Total;03 Asturias, Principado de;5;2010;1.478,7
Total;03 Asturias, Principado de;5;2009;1.454,1
Total;03 Asturias, Principado de;5;2008;1.414,7
Total;03 Asturias, Principado de;5;2007;1.342,5
Total;03 Asturias, Principado de;5;2006;1.268,2
Total;03 Asturias, Principado de;6;2024;2.130,7
Total;03 Asturias, Principado de;6;2023;2.072,8
Total;03 Asturias, Principado de;6;2022;1.922,8
Total;03 Asturias, Principado de;6;2021;1.862,8
Total;03 Asturias, Principado de;6;2020;1.828,4
Total;03 Asturias, Principado de;6;2019;1.792,5
Total;03 Asturias, Principado de;6;2018;1.740,4
Total;03 Asturias, Principado de;6;2017;1.698,9
Total;03 Asturias, Principado de;6;2016;1.699,0
Total;03 Asturias, Principado de;6;2015;1.717,0
Total;03 Asturias, Principado de;6;2014;1.721,7
Total;03 Asturias, Principado de;6;2013;1.728,7
Total;03 Asturias, Principado de;6;2012;1.672,6
Total;03 Asturias, Principado de;6;2011;1.676,5
Total;03 Asturias, Principado de;6;2010;1.667,8
Total;03 Asturias, Principado de;6;2009;1.629,7
Total;03 Asturias, Principado de;6;2008;1.581,1
Total;03 Asturias, Principado de;6;2007;1.481,7
Total;03 Asturias, Principado de;6;2006;1.423,3
Total;03 Asturias, Principado de;7;2024;2.449,2
Total;03 Asturias, Principado de;7;2023;2.364,7
Total;03 Asturias, Principado de;7;2022;2.191,9
Total;03 Asturias, Principado de;7;2021;2.137,5
Total;03 Asturias, Principado de;7;2020;2.099,8
Total;03 Asturias, Principado de;7;2019;2.068,4
Total;03 Asturias, Principado de;7;2018;2.021,3
Total;03 Asturias, Principado de;7;2017;1.971,4
Total;03 Asturias, Principado de;7;2016;1.978,5
Total;03 Asturias, Principado de;7;2015;1.962,8
Total;03 Asturias, Principado de;7;2014;2.008,6
Total;03 Asturias, Principado de;7;2013;1.957,9
Total;03 Asturias, Principado de;7;2012;1.947,7
Total;03 Asturias, Principado de;7;2011;1.933,0
Total;03 Asturias, Principado de;7;2010;1.925,5
Total;03 Asturias, Principado de;7;2009;1.861,8
Total;03 Asturias, Principado de;7;2008;1.799,3
Total;03 Asturias, Principado de;7;2007;1.701,5
Total;03 Asturias, Principado de;7;2006;1.634,9
Total;03 Asturias, Principado de;8;2024;2.908,2
Total;03 Asturias, Principado de;8;2023;2.789,0
Total;03 Asturias, Principado de;8;2022;2.586,3
Total;03 Asturias, Principado de;8;2021;2.532,2
Total;03 Asturias, Principado de;8;2020;2.539,5
Total;03 Asturias, Principado de;8;2019;2.451,3
Total;03 Asturias, Principado de;8;2018;2.433,5
Total;03 Asturias, Principado de;8;2017;2.370,5
Total;03 Asturias, Principado de;8;2016;2.353,8
Total;03 Asturias, Principado de;8;2015;2.357,5
Total;03 Asturias, Principado de;8;2014;2.373,9
Total;03 Asturias, Principado de;8;2013;2.368,6
Total;03 Asturias, Principado de;8;2012;2.299,9
Total;03 Asturias, Principado de;8;2011;2.278,6
Total;03 Asturias, Principado de;8;2010;2.286,4
Total;03 Asturias, Principado de;8;2009;2.209,2
Total;03 Asturias, Principado de;8;2008;2.132,1
Total;03 Asturias, Principado de;8;2007;2.018,6
Total;03 Asturias, Principado de;8;2006;1.950,8
Total;03 Asturias, Principado de;9;2024;3.598,9
Total;03 Asturias, Principado de;9;2023;3.414,5
Total;03 Asturias, Principado de;9;2022;3.172,5
Total;03 Asturias, Principado de;9;2021;3.163,6
Total;03 Asturias, Principado de;9;2020;3.140,0
Total;03 Asturias, Principado de;9;2019;3.038,2
Total;03 Asturias, Principado de;9;2018;2.996,3
Total;03 Asturias, Principado de;9;2017;2.946,6
Total;03 Asturias, Principado de;9;2016;2.919,3
Total;03 Asturias, Principado de;9;2015;2.932,1
Total;03 Asturias, Principado de;9;2014;2.939,5
Total;03 Asturias, Principado de;9;2013;2.952,3
Total;03 Asturias, Principado de;9;2012;2.863,7
Total;03 Asturias, Principado de;9;2011;2.867,3
Total;03 Asturias, Principado de;9;2010;2.807,9
Total;03 Asturias, Principado de;9;2009;2.807,5
Total;03 Asturias, Principado de;9;2008;2.691,7
Total;03 Asturias, Principado de;9;2007;2.595,2
Total;03 Asturias, Principado de;9;2006;2.475,0
Total;03 Asturias, Principado de;10;2024;5.343,9
Total;03 Asturias, Principado de;10;2023;5.364,9
Total;03 Asturias, Principado de;10;2022;5.221,8
Total;03 Asturias, Principado de;10;2021;4.802,6
Total;03 Asturias, Principado de;10;2020;4.946,8
Total;03 Asturias, Principado de;10;2019;4.497,3
Total;03 Asturias, Principado de;10;2018;4.679,4
Total;03 Asturias, Principado de;10;2017;4.681,7
Total;03 Asturias, Principado de;10;2016;4.488,1
Total;03 Asturias, Principado de;10;2015;4.348,8
Total;03 Asturias, Principado de;10;2014;4.474,0
Total;03 Asturias, Principado de;10;2013;4.388,6
Total;03 Asturias, Principado de;10;2012;4.237,1
Total;03 Asturias, Principado de;10;2011;4.385,8
Total;03 Asturias, Principado de;10;2010;4.408,0
Total;03 Asturias, Principado de;10;2009;4.195,4
Total;03 Asturias, Principado de;10;2008;4.132,3
Total;03 Asturias, Principado de;10;2007;3.588,2
Total;03 Asturias, Principado de;10;2006;3.550,8
Total;04 Balears, Illes;Total;2024;2.342,2
Total;04 Balears, Illes;Total;2023;2.237,1
Total;04 Balears, Illes;Total;2022;2.305,8
Total;04 Balears, Illes;Total;2021;2.066,2
Total;04 Balears, Illes;Total;2020;1.844,9
Total;04 Balears, Illes;Total;2019;1.940,2
Total;04 Balears, Illes;Total;2018;1.862,6
Total;04 Balears, Illes;Total;2017;1.797,3
Total;04 Balears, Illes;Total;2016;1.749,3
Total;04 Balears, Illes;Total;2015;1.747,2
Total;04 Balears, Illes;Total;2014;1.707,5
Total;04 Balears, Illes;Total;2013;1.761,1
Total;04 Balears, Illes;Total;2012;1.681,2
Total;04 Balears, Illes;Total;2011;1.734,0
Total;04 Balears, Illes;Total;2010;1.724,8
Total;04 Balears, Illes;Total;2009;1.720,5
Total;04 Balears, Illes;Total;2008;1.617,0
Total;04 Balears, Illes;Total;2007;1.615,7
Total;04 Balears, Illes;Total;2006;1.448,0
Total;04 Balears, Illes;1;2024;704,1
Total;04 Balears, Illes;1;2023;650,0
Total;04 Balears, Illes;1;2022;600,2
Total;04 Balears, Illes;1;2021;574,8
Total;04 Balears, Illes;1;2020;479,6
Total;04 Balears, Illes;1;2019;504,0
Total;04 Balears, Illes;1;2018;452,6
Total;04 Balears, Illes;1;2017;479,4
Total;04 Balears, Illes;1;2016;481,2
Total;04 Balears, Illes;1;2015;387,6
Total;04 Balears, Illes;1;2014;353,1
Total;04 Balears, Illes;1;2013;407,1
Total;04 Balears, Illes;1;2012;417,5
Total;04 Balears, Illes;1;2011;448,3
Total;04 Balears, Illes;1;2010;471,7
Total;04 Balears, Illes;1;2009;516,4
Total;04 Balears, Illes;1;2008;494,9
Total;04 Balears, Illes;1;2007;489,6
Total;04 Balears, Illes;1;2006;487,3
Total;04 Balears, Illes;2;2024;1.268,8
Total;04 Balears, Illes;2;2023;1.195,6
Total;04 Balears, Illes;2;2022;1.133,2
Total;04 Balears, Illes;2;2021;1.020,6
Total;04 Balears, Illes;2;2020;1.022,0
Total;04 Balears, Illes;2;2019;999,0
Total;04 Balears, Illes;2;2018;911,5
Total;04 Balears, Illes;2;2017;846,1
Total;04 Balears, Illes;2;2016;849,5
Total;04 Balears, Illes;2;2015;829,9
Total;04 Balears, Illes;2;2014;813,3
Total;04 Balears, Illes;2;2013;794,9
Total;04 Balears, Illes;2;2012;820,4
Total;04 Balears, Illes;2;2011;864,5
Total;04 Balears, Illes;2;2010;874,2
Total;04 Balears, Illes;2;2009;866,5
Total;04 Balears, Illes;2;2008;894,7
Total;04 Balears, Illes;2;2007;833,7
Total;04 Balears, Illes;2;2006;792,9
Total;04 Balears, Illes;3;2024;1.481,7
Total;04 Balears, Illes;3;2023;1.435,8
Total;04 Balears, Illes;3;2022;1.336,6
Total;04 Balears, Illes;3;2021;1.260,8
Total;04 Balears, Illes;3;2020;1.242,3
Total;04 Balears, Illes;3;2019;1.237,8
Total;04 Balears, Illes;3;2018;1.174,4
Total;04 Balears, Illes;3;2017;1.116,5
Total;04 Balears, Illes;3;2016;1.132,5
Total;04 Balears, Illes;3;2015;1.113,7
Total;04 Balears, Illes;3;2014;1.107,6
Total;04 Balears, Illes;3;2013;1.112,5
Total;04 Balears, Illes;3;2012;1.115,4
Total;04 Balears, Illes;3;2011;1.150,1
Total;04 Balears, Illes;3;2010;1.153,9
Total;04 Balears, Illes;3;2009;1.129,9
Total;04 Balears, Illes;3;2008;1.116,2
Total;04 Balears, Illes;3;2007;1.070,5
Total;04 Balears, Illes;3;2006;1.009,3
Total;04 Balears, Illes;4;2024;1.683,3
Total;04 Balears, Illes;4;2023;1.631,6
Total;04 Balears, Illes;4;2022;1.525,7
Total;04 Balears, Illes;4;2021;1.452,0
Total;04 Balears, Illes;4;2020;1.433,0
Total;04 Balears, Illes;4;2019;1.422,7
Total;04 Balears, Illes;4;2018;1.355,7
Total;04 Balears, Illes;4;2017;1.321,6
Total;04 Balears, Illes;4;2016;1.334,1
Total;04 Balears, Illes;4;2015;1.301,8
Total;04 Balears, Illes;4;2014;1.330,4
Total;04 Balears, Illes;4;2013;1.315,4
Total;04 Balears, Illes;4;2012;1.328,0
Total;04 Balears, Illes;4;2011;1.308,7
Total;04 Balears, Illes;4;2010;1.323,1
Total;04 Balears, Illes;4;2009;1.297,6
Total;04 Balears, Illes;4;2008;1.270,9
Total;04 Balears, Illes;4;2007;1.206,0
Total;04 Balears, Illes;4;2006;1.142,3
Total;04 Balears, Illes;5;2024;1.904,1
Total;04 Balears, Illes;5;2023;1.839,2
Total;04 Balears, Illes;5;2022;1.726,1
Total;04 Balears, Illes;5;2021;1.668,4
Total;04 Balears, Illes;5;2020;1.604,7
Total;04 Balears, Illes;5;2019;1.605,4
Total;04 Balears, Illes;5;2018;1.559,1
Total;04 Balears, Illes;5;2017;1.498,8
Total;04 Balears, Illes;5;2016;1.503,2
Total;04 Balears, Illes;5;2015;1.497,3
Total;04 Balears, Illes;5;2014;1.502,3
Total;04 Balears, Illes;5;2013;1.501,2
Total;04 Balears, Illes;5;2012;1.482,0
Total;04 Balears, Illes;5;2011;1.475,4
Total;04 Balears, Illes;5;2010;1.472,1
Total;04 Balears, Illes;5;2009;1.437,3
Total;04 Balears, Illes;5;2008;1.412,5
Total;04 Balears, Illes;5;2007;1.331,1
Total;04 Balears, Illes;5;2006;1.262,7
Total;04 Balears, Illes;6;2024;2.109,4
Total;04 Balears, Illes;6;2023;2.042,5
Total;04 Balears, Illes;6;2022;1.921,4
Total;04 Balears, Illes;6;2021;1.882,8
Total;04 Balears, Illes;6;2020;1.826,2
Total;04 Balears, Illes;6;2019;1.796,4
Total;04 Balears, Illes;6;2018;1.755,8
Total;04 Balears, Illes;6;2017;1.696,8
Total;04 Balears, Illes;6;2016;1.684,5
Total;04 Balears, Illes;6;2015;1.692,8
Total;04 Balears, Illes;6;2014;1.713,9
Total;04 Balears, Illes;6;2013;1.698,4
Total;04 Balears, Illes;6;2012;1.676,8
Total;04 Balears, Illes;6;2011;1.685,2
Total;04 Balears, Illes;6;2010;1.660,0
Total;04 Balears, Illes;6;2009;1.619,0
Total;04 Balears, Illes;6;2008;1.574,4
Total;04 Balears, Illes;6;2007;1.490,0
Total;04 Balears, Illes;6;2006;1.417,4
Total;04 Balears, Illes;7;2024;2.444,0
Total;04 Balears, Illes;7;2023;2.344,9
Total;04 Balears, Illes;7;2022;2.179,1
Total;04 Balears, Illes;7;2021;2.150,5
Total;04 Balears, Illes;7;2020;2.091,9
Total;04 Balears, Illes;7;2019;2.065,2
Total;04 Balears, Illes;7;2018;1.999,8
Total;04 Balears, Illes;7;2017;1.943,0
Total;04 Balears, Illes;7;2016;1.948,0
Total;04 Balears, Illes;7;2015;1.942,0
Total;04 Balears, Illes;7;2014;1.980,7
Total;04 Balears, Illes;7;2013;1.975,3
Total;04 Balears, Illes;7;2012;1.946,0
Total;04 Balears, Illes;7;2011;1.928,3
Total;04 Balears, Illes;7;2010;1.921,9
Total;04 Balears, Illes;7;2009;1.870,4
Total;04 Balears, Illes;7;2008;1.797,6
Total;04 Balears, Illes;7;2007;1.682,3
Total;04 Balears, Illes;7;2006;1.627,8
Total;04 Balears, Illes;8;2024;2.888,8
Total;04 Balears, Illes;8;2023;2.779,1
Total;04 Balears, Illes;8;2022;2.560,9
Total;04 Balears, Illes;8;2021;2.551,0
Total;04 Balears, Illes;8;2020;2.555,7
Total;04 Balears, Illes;8;2019;2.469,4
Total;04 Balears, Illes;8;2018;2.433,0
Total;04 Balears, Illes;8;2017;2.363,4
Total;04 Balears, Illes;8;2016;2.342,9
Total;04 Balears, Illes;8;2015;2.370,6
Total;04 Balears, Illes;8;2014;2.388,4
Total;04 Balears, Illes;8;2013;2.368,0
Total;04 Balears, Illes;8;2012;2.327,4
Total;04 Balears, Illes;8;2011;2.302,6
Total;04 Balears, Illes;8;2010;2.302,5
Total;04 Balears, Illes;8;2009;2.216,6
Total;04 Balears, Illes;8;2008;2.139,0
Total;04 Balears, Illes;8;2007;2.028,8
Total;04 Balears, Illes;8;2006;1.954,2
Total;04 Balears, Illes;9;2024;3.539,0
Total;04 Balears, Illes;9;2023;3.388,5
Total;04 Balears, Illes;9;2022;3.207,0
Total;04 Balears, Illes;9;2021;3.172,1
Total;04 Balears, Illes;9;2020;3.190,0
Total;04 Balears, Illes;9;2019;3.032,5
Total;04 Balears, Illes;9;2018;3.013,1
Total;04 Balears, Illes;9;2017;2.881,9
Total;04 Balears, Illes;9;2016;2.943,1
Total;04 Balears, Illes;9;2015;2.967,0
Total;04 Balears, Illes;9;2014;2.957,8
Total;04 Balears, Illes;9;2013;2.894,9
Total;04 Balears, Illes;9;2012;2.793,4
Total;04 Balears, Illes;9;2011;2.799,3
Total;04 Balears, Illes;9;2010;2.804,9
Total;04 Balears, Illes;9;2009;2.795,6
Total;04 Balears, Illes;9;2008;2.680,0
Total;04 Balears, Illes;9;2007;2.607,3
Total;04 Balears, Illes;9;2006;2.447,6
Total;04 Balears, Illes;10;2024;5.775,0
Total;04 Balears, Illes;10;2023;5.393,0
Total;04 Balears, Illes;10;2022;5.308,2
Total;04 Balears, Illes;10;2021;5.210,9
Total;04 Balears, Illes;10;2020;4.652,7
Total;04 Balears, Illes;10;2019;5.077,2
Total;04 Balears, Illes;10;2018;4.644,7
Total;04 Balears, Illes;10;2017;4.780,7
Total;04 Balears, Illes;10;2016;4.416,2
Total;04 Balears, Illes;10;2015;4.570,3
Total;04 Balears, Illes;10;2014;4.467,4
Total;04 Balears, Illes;10;2013;4.552,7
Total;04 Balears, Illes;10;2012;4.526,3
Total;04 Balears, Illes;10;2011;4.499,1
Total;04 Balears, Illes;10;2010;4.189,4
Total;04 Balears, Illes;10;2009;4.370,8
Total;04 Balears, Illes;10;2008;4.336,5
Total;04 Balears, Illes;10;2007;3.718,7
Total;04 Balears, Illes;10;2006;3.455,2
Total;05 Canarias;Total;2024;2.051,7
Total;05 Canarias;Total;2023;1.987,9
Total;05 Canarias;Total;2022;1.879,6
Total;05 Canarias;Total;2021;1.954,8
Total;05 Canarias;Total;2020;1.775,7
Total;05 Canarias;Total;2019;1.750,0
Total;05 Canarias;Total;2018;1.679,3
Total;05 Canarias;Total;2017;1.606,6
Total;05 Canarias;Total;2016;1.631,8
Total;05 Canarias;Total;2015;1.574,0
Total;05 Canarias;Total;2014;1.621,6
Total;05 Canarias;Total;2013;1.617,3
Total;05 Canarias;Total;2012;1.620,3
Total;05 Canarias;Total;2011;1.627,9
Total;05 Canarias;Total;2010;1.629,3
Total;05 Canarias;Total;2009;1.633,0
Total;05 Canarias;Total;2008;1.569,9
Total;05 Canarias;Total;2007;1.426,2
Total;05 Canarias;Total;2006;1.413,4
Total;05 Canarias;1;2024;753,8
Total;05 Canarias;1;2023;704,2
Total;05 Canarias;1;2022;672,0
Total;05 Canarias;1;2021;563,4
Total;05 Canarias;1;2020;545,1
Total;05 Canarias;1;2019;589,5
Total;05 Canarias;1;2018;479,3
Total;05 Canarias;1;2017;486,6
Total;05 Canarias;1;2016;481,9
Total;05 Canarias;1;2015;426,3
Total;05 Canarias;1;2014;396,2
Total;05 Canarias;1;2013;435,3
Total;05 Canarias;1;2012;441,9
Total;05 Canarias;1;2011;456,2
Total;05 Canarias;1;2010;500,1
Total;05 Canarias;1;2009;505,2
Total;05 Canarias;1;2008;531,7
Total;05 Canarias;1;2007;498,9
Total;05 Canarias;1;2006;484,8
Total;05 Canarias;2;2024;1.300,9
Total;05 Canarias;2;2023;1.219,7
Total;05 Canarias;2;2022;1.141,7
Total;05 Canarias;2;2021;1.056,8
Total;05 Canarias;2;2020;1.001,6
Total;05 Canarias;2;2019;1.024,2
Total;05 Canarias;2;2018;916,6
Total;05 Canarias;2;2017;871,4
Total;05 Canarias;2;2016;870,8
Total;05 Canarias;2;2015;832,5
Total;05 Canarias;2;2014;828,0
Total;05 Canarias;2;2013;828,4
Total;05 Canarias;2;2012;855,9
Total;05 Canarias;2;2011;872,9
Total;05 Canarias;2;2010;887,9
Total;05 Canarias;2;2009;878,1
Total;05 Canarias;2;2008;892,5
Total;05 Canarias;2;2007;848,9
Total;05 Canarias;2;2006;797,3
Total;05 Canarias;3;2024;1.483,9
Total;05 Canarias;3;2023;1.435,9
Total;05 Canarias;3;2022;1.333,1
Total;05 Canarias;3;2021;1.252,7
Total;05 Canarias;3;2020;1.242,9
Total;05 Canarias;3;2019;1.213,9
Total;05 Canarias;3;2018;1.160,0
Total;05 Canarias;3;2017;1.114,6
Total;05 Canarias;3;2016;1.104,5
Total;05 Canarias;3;2015;1.109,3
Total;05 Canarias;3;2014;1.097,8
Total;05 Canarias;3;2013;1.103,4
Total;05 Canarias;3;2012;1.118,6
Total;05 Canarias;3;2011;1.117,6
Total;05 Canarias;3;2010;1.139,0
Total;05 Canarias;3;2009;1.107,7
Total;05 Canarias;3;2008;1.104,9
Total;05 Canarias;3;2007;1.060,2
Total;05 Canarias;3;2006;1.004,3
Total;05 Canarias;4;2024;1.686,1
Total;05 Canarias;4;2023;1.641,6
Total;05 Canarias;4;2022;1.526,1
Total;05 Canarias;4;2021;1.457,2
Total;05 Canarias;4;2020;1.414,8
Total;05 Canarias;4;2019;1.412,4
Total;05 Canarias;4;2018;1.354,7
Total;05 Canarias;4;2017;1.327,7
Total;05 Canarias;4;2016;1.331,2
Total;05 Canarias;4;2015;1.311,4
Total;05 Canarias;4;2014;1.307,9
Total;05 Canarias;4;2013;1.315,1
Total;05 Canarias;4;2012;1.318,5
Total;05 Canarias;4;2011;1.310,5
Total;05 Canarias;4;2010;1.307,5
Total;05 Canarias;4;2009;1.288,0
Total;05 Canarias;4;2008;1.262,7
Total;05 Canarias;4;2007;1.209,2
Total;05 Canarias;4;2006;1.145,8
Total;05 Canarias;5;2024;1.887,4
Total;05 Canarias;5;2023;1.832,9
Total;05 Canarias;5;2022;1.712,0
Total;05 Canarias;5;2021;1.647,8
Total;05 Canarias;5;2020;1.619,3
Total;05 Canarias;5;2019;1.598,9
Total;05 Canarias;5;2018;1.541,2
Total;05 Canarias;5;2017;1.511,0
Total;05 Canarias;5;2016;1.502,7
Total;05 Canarias;5;2015;1.494,3
Total;05 Canarias;5;2014;1.508,0
Total;05 Canarias;5;2013;1.496,7
Total;05 Canarias;5;2012;1.482,4
Total;05 Canarias;5;2011;1.493,2
Total;05 Canarias;5;2010;1.484,4
Total;05 Canarias;5;2009;1.443,6
Total;05 Canarias;5;2008;1.409,7
Total;05 Canarias;5;2007;1.335,7
Total;05 Canarias;5;2006;1.267,5
Total;05 Canarias;6;2024;2.123,5
Total;05 Canarias;6;2023;2.046,0
Total;05 Canarias;6;2022;1.894,8
Total;05 Canarias;6;2021;1.880,4
Total;05 Canarias;6;2020;1.799,1
